PERMNO,date,TICKER,TRDSTAT,PRC,RET,SHROUT,sprtrn
12308,20220131,CHTR,A,593.34003,-0.089927,172741,-0.052585
12308,20220228,CHTR,A,601.78003,0.014225,191493,-0.031361
12308,20220331,CHTR,A,545.52002,-0.093489,167858,0.035773
12308,20220429,CHTR,A,428.48999,-0.214529,167858,-0.087957
12308,20220531,CHTR,A,506.92999,0.183061,167858,0.000053
12308,20220630,CHTR,A,468.53,-0.07575,160655,-0.08392
12308,20220729,CHTR,A,432.10001,-0.077754,160655,0.091116
12308,20220831,CHTR,A,412.63,-0.045059,160655,-0.04244
12308,20220930,CHTR,A,303.35001,-0.264838,155672,-0.093396
12308,20221031,CHTR,A,367.62,0.211867,155672,0.079863
12308,20221130,CHTR,A,391.29001,0.064387,155672,0.053753
12308,20221230,CHTR,A,339.10001,-0.133379,155672,-0.058971
12345,20130131,LYB,A,63.42,0.110878,575185,0.050428
12345,20130228,LYB,A,58.62,-0.069379,575304,0.011061
12345,20130328,LYB,A,63.29,0.079666,575395,0.035988
12345,20130430,LYB,A,60.7,-0.040923,575507,0.018086
12345,20130531,LYB,A,66.65,0.10626,575507,0.020763
12345,20130628,LYB,A,66.26,-0.005851,575507,-0.014999
12345,20130731,LYB,A,68.71,0.036976,567133,0.049462
12345,20130830,LYB,A,70.15,0.020958,567134,-0.031298
12345,20130930,LYB,A,73.23,0.051034,561326,0.029749
12345,20131031,LYB,A,74.6,0.018708,552972,0.044596
12345,20131129,LYB,A,77.18,0.042627,552972,0.028049
12345,20131231,LYB,A,80.28,0.040166,552972,0.023563
12345,20140131,LYB,A,78.76,-0.018934,552972,-0.035583
12345,20140228,LYB,A,88.08,0.125952,546551,0.043117
12345,20140331,LYB,A,88.94,0.009764,542975,0.006932
12345,20140430,LYB,A,92.5,0.047897,527295,0.006201
12345,20140530,LYB,A,99.57,0.076432,527295,0.02103
12345,20140630,LYB,A,97.65,-0.019283,527295,0.019058
12345,20140731,LYB,A,106.25,0.08807,512329,-0.01508
12345,20140829,LYB,A,114.35,0.082824,512329,0.037655
12345,20140930,LYB,A,108.66,-0.049759,512329,-0.015514
12345,20141031,LYB,A,91.63,-0.156727,500668,0.023201
12345,20141128,LYB,A,78.86,-0.131725,500668,0.024534
12345,20141231,LYB,A,79.39,0.006721,500668,-0.004189
12345,20150130,LYB,A,79.09,-0.003779,500668,-0.031041
12345,20150227,LYB,A,85.91,0.095082,477142,0.054893
12345,20150331,LYB,A,87.8,0.022,476997,-0.017396
12345,20150430,LYB,A,103.52,0.179043,473301,0.008521
12345,20150529,LYB,A,101.1,-0.015842,473301,0.010491
12345,20150630,LYB,A,103.52,0.023937,470834,-0.021012
12345,20150731,LYB,A,93.83,-0.093605,465875,0.019742
12345,20150831,LYB,A,85.38,-0.081744,465875,-0.062581
12345,20150930,LYB,A,83.36,-0.023659,465875,-0.026443
12345,20151030,LYB,A,92.91,0.114563,449444,0.082983
12345,20151130,LYB,A,95.82,0.039716,449444,0.000505
12345,20151231,LYB,A,86.9,-0.093091,449444,-0.01753
12345,20160129,LYB,A,77.97,-0.102762,449444,-0.050735
12345,20160229,LYB,A,80.21,0.038733,432201,-0.004128
12345,20160331,LYB,A,85.58,0.066949,430450,0.065991
12345,20160429,LYB,A,82.67,-0.034003,426727,0.002699
12345,20160531,LYB,A,81.36,-0.005564,426727,0.015329
12345,20160630,LYB,A,74.42,-0.0853,426727,0.000906
12345,20160729,LYB,A,75.26,0.011287,415722,0.03561
12345,20160831,LYB,A,78.89,0.059527,415722,-0.001219
12345,20160930,LYB,A,80.66,0.022436,415722,-0.001234
12345,20161031,LYB,A,79.55,-0.013761,415722,-0.019426
12345,20161130,LYB,A,90.32,0.146072,407524,0.034174
12345,20161230,LYB,A,85.78,-0.050266,407524,0.018201
12345,20170131,LYB,A,93.27,0.087316,407524,0.017884
12345,20170228,LYB,A,91.24,-0.021765,402531,0.037198
12345,20170331,LYB,A,91.19,0.008768,402531,-0.000389
12345,20170428,LYB,A,84.76,-0.070512,402805,0.009091
12345,20170531,LYB,A,80.52,-0.050024,402805,0.011576
12345,20170630,LYB,A,84.39,0.05924,402805,0.004814
12345,20170731,LYB,A,90.09,0.067544,395804,0.019349
12345,20170831,LYB,A,90.59,0.00555,395804,0.000546
12345,20170929,LYB,A,99.05,0.103323,395804,0.019303
12345,20171031,LYB,A,103.53,0.04523,394460,0.022188
12345,20171130,LYB,A,104.7,0.011301,394460,0.028083
12345,20171229,LYB,A,110.32,0.062273,394460,0.009832
12345,20180131,LYB,A,119.84,0.086294,394460,0.056179
12345,20180228,LYB,A,108.22,-0.096963,394556,-0.038947
12345,20180329,LYB,A,105.68,-0.01423,394556,-0.026885
12345,20180430,LYB,A,105.73,0.000473,392069,0.002719
12345,20180531,LYB,A,112.12,0.060437,392069,0.021608
12345,20180629,LYB,A,109.85,-0.011327,392069,0.004842
12345,20180731,LYB,A,110.79,0.008557,392069,0.036022
12345,20180831,LYB,A,112.78,0.017962,389324,0.030263
12345,20180928,LYB,A,102.51,-0.082195,389324,0.004294
12345,20181031,LYB,A,89.27,-0.129158,383658,-0.069403
12345,20181130,LYB,A,93.31,0.045256,383658,0.017859
12345,20181231,LYB,A,83.16,-0.09806,383658,-0.091777
12345,20190131,LYB,A,86.97,0.045815,383658,0.078684
12345,20190228,LYB,A,85.52,-0.016672,371157,0.029729
12345,20190329,LYB,A,84.08,-0.005145,371157,0.017924
12345,20190430,LYB,A,88.23,0.049358,370327,0.039313
12345,20190531,LYB,A,74.25,-0.15845,370327,-0.065778
12345,20190628,LYB,A,86.13,0.174141,370326,0.06893
12345,20190731,LYB,A,83.69,-0.028329,335243,0.013128
12345,20190830,LYB,A,77.38,-0.075397,335246,-0.018092
12345,20190930,LYB,A,89.47,0.169811,335246,0.017181
12345,20191031,LYB,A,89.7,0.002571,335246,0.020432
12345,20191129,LYB,A,92.54,0.043367,333411,0.034047
12345,20191231,LYB,A,94.48,0.020964,333411,0.02859
12345,20200131,LYB,A,77.86,-0.17591,333000,-0.001628
12345,20200228,LYB,A,71.46,-0.068713,333555,-0.08411
12345,20200331,LYB,A,49.63,-0.305486,333555,-0.125119
12345,20200430,LYB,A,57.95,0.167641,333618,0.126844
12345,20200529,LYB,A,63.76,0.100259,333706,0.045282
12345,20200630,LYB,A,65.72,0.047208,333706,0.018388
12345,20200731,LYB,A,62.52,-0.048691,333706,0.055101
12345,20200831,LYB,A,65.48,0.06414,333839,0.070065
12345,20200930,LYB,A,70.49,0.076512,333839,-0.039228
12345,20201030,LYB,A,68.45,-0.02894,333839,-0.027666
12345,20201130,LYB,A,85.1,0.258583,333919,0.107546
12345,20201231,LYB,A,91.66,0.077086,333919,0.037121
12345,20210129,LYB,A,85.76,-0.064368,334000,-0.011137
12345,20210226,LYB,A,103.09,0.202075,334133,0.026091
12345,20210331,LYB,A,104.05,0.019498,334133,0.042439
12345,20210430,LYB,A,103.74,-0.002979,334313,0.052425
12345,20210528,LYB,A,112.62,0.085599,334354,0.005487
12345,20210630,LYB,A,102.87,-0.076541,334354,0.022214
12345,20210730,LYB,A,99.33,-0.034412,334354,0.022748
12345,20210831,LYB,A,100.35,0.021645,334515,0.02899
12345,20210930,LYB,A,93.85,-0.064773,334515,-0.047569
12345,20211029,LYB,A,92.82,-0.010975,334515,0.069144
12345,20211130,LYB,A,87.13,-0.049127,332784,-0.008334
12345,20211231,LYB,A,92.23,0.058533,332784,0.043613
12345,20220131,LYB,A,96.73,0.048791,332784,-0.052585
12345,20220228,LYB,A,97.23,0.005169,332784,-0.031361
12345,20220331,LYB,A,102.82,0.069114,328010,0.035773
12345,20220429,LYB,A,106.03,0.03122,327587,-0.087957
12345,20220531,LYB,A,114.25,0.077525,327622,0.000053
12345,20220630,LYB,A,87.46,-0.178556,327622,-0.08392
12345,20220729,LYB,A,89.12,0.01898,327622,0.091116
12345,20220831,LYB,A,83,-0.055319,326206,-0.04244
12345,20220930,LYB,A,75.28,-0.093012,326206,-0.093396
12345,20221031,LYB,A,76.45,0.015542,325624,0.079863
12345,20221130,LYB,A,85.01,0.127534,325624,0.053753
12345,20221230,LYB,A,83.03,-0.023291,325624,-0.058971
12369,20130131,GM,A,28.09,-0.025668,1566020,0.050428
12369,20130228,GM,A,27.15,-0.033464,1366443,0.011061
12369,20130328,GM,A,27.82,0.024678,1366443,0.035988
12369,20130430,GM,A,30.84,0.108555,1374616,0.018086
12369,20130531,GM,A,33.89,0.098898,1374639,0.020763
12369,20130628,GM,A,33.31,-0.017114,1374686,-0.014999
12369,20130731,GM,A,35.87,0.076854,1384138,0.049462
12369,20130830,GM,A,34.08,-0.049902,1384138,-0.031298
12369,20130930,GM,A,35.97,0.055458,1384138,0.029749
12369,20131031,GM,A,36.95,0.027245,1384138,0.044596
12369,20131129,GM,A,38.73,0.048173,1388974,0.028049
12369,20131231,GM,A,40.87,0.055254,1388974,0.023563
12369,20140131,GM,A,36.08,-0.117201,1388974,-0.035583
12369,20140228,GM,A,36.2,0.003326,1589788,0.043117
12369,20140331,GM,A,34.42,-0.040884,1589788,0.006932
12369,20140430,GM,A,34.48,0.001743,1603718,0.006201
12369,20140530,GM,A,34.58,0.0029,1603718,0.02103
12369,20140630,GM,A,36.3,0.058415,1603718,0.019058
12369,20140731,GM,A,33.82,-0.06832,1604682,-0.01508
12369,20140829,GM,A,34.8,0.028977,1604682,0.037655
12369,20140930,GM,A,31.94,-0.073563,1604682,-0.015514
12369,20141031,GM,A,31.4,-0.016907,1606696,0.023201
12369,20141128,GM,A,33.43,0.06465,1606696,0.024534
12369,20141231,GM,A,34.91,0.053246,1606696,-0.004189
12369,20150130,GM,A,32.62,-0.065597,1606696,-0.031041
12369,20150227,GM,A,37.31,0.143777,1610366,0.054893
12369,20150331,GM,A,37.5,0.013133,1610366,-0.017396
12369,20150430,GM,A,35.06,-0.065067,1607208,0.008521
12369,20150529,GM,A,35.97,0.025956,1607208,0.010491
12369,20150630,GM,A,33.33,-0.063386,1607208,-0.021012
12369,20150731,GM,A,31.51,-0.054606,1583997,0.019742
12369,20150831,GM,A,29.44,-0.065693,1583997,-0.062581
12369,20150930,GM,A,30.02,0.031929,1583997,-0.026443
12369,20151030,GM,A,34.91,0.162891,1556177,0.082983
12369,20151130,GM,A,36.2,0.036952,1571594,0.000505
12369,20151231,GM,A,34.01,-0.050553,1556177,-0.01753
12369,20160129,GM,A,29.64,-0.128492,1542643,-0.050735
12369,20160229,GM,A,29.44,-0.006748,1544493,-0.004128
12369,20160331,GM,A,31.43,0.080503,1542643,0.065991
12369,20160429,GM,A,31.8,0.011772,1539825,0.002699
12369,20160531,GM,A,31.28,-0.016352,1539825,0.015329
12369,20160630,GM,A,28.3,-0.08312,1539752,0.000906
12369,20160729,GM,A,31.54,0.114488,1552695,0.03561
12369,20160831,GM,A,31.92,0.012048,1552695,-0.001219
12369,20160930,GM,A,31.77,0.007206,1565028,-0.001234
12369,20161031,GM,A,31.6,-0.005351,1524344,-0.019426
12369,20161130,GM,A,34.53,0.092721,1526953,0.034174
12369,20161230,GM,A,34.84,0.019983,1526953,0.018201
12369,20170131,GM,A,36.61,0.050804,1512114,0.017884
12369,20170228,GM,A,36.84,0.006282,1497965,0.037198
12369,20170331,GM,A,35.36,-0.029859,1497965,-0.000389
12369,20170428,GM,A,34.64,-0.020362,1509111,0.009091
12369,20170531,GM,A,33.93,-0.020497,1509067,0.011576
12369,20170630,GM,A,34.93,0.040672,1510395,0.004814
12369,20170731,GM,A,35.98,0.03006,1457208,0.019349
12369,20170831,GM,A,36.54,0.015564,1457208,0.000546
12369,20170929,GM,A,40.38,0.11549,1457208,0.019303
12369,20171031,GM,A,42.98,0.064388,1420408,0.022188
12369,20171130,GM,A,43.09,0.002559,1420408,0.028083
12369,20171229,GM,A,40.99,-0.039916,1420408,0.009832
12369,20180131,GM,A,42.41,0.034643,1420408,0.056179
12369,20180228,GM,A,39.35,-0.072153,1403043,-0.038947
12369,20180329,GM,A,36.34,-0.066836,1403043,-0.026885
12369,20180430,GM,A,36.74,0.011007,1409442,0.002719
12369,20180531,GM,A,42.7,0.162221,1409442,0.021608
12369,20180629,GM,A,39.4,-0.068384,1409442,0.004842
12369,20180731,GM,A,37.91,-0.037817,1410888,0.036022
12369,20180831,GM,A,36.05,-0.049064,1410888,0.030263
12369,20180928,GM,A,33.67,-0.055479,1410888,0.004294
12369,20181031,GM,A,36.59,0.086724,1411404,-0.069403
12369,20181130,GM,A,37.95,0.037169,1411404,0.017859
12369,20181231,GM,A,33.45,-0.108564,1411404,-0.091777
12369,20190131,GM,A,39.02,0.166517,1411404,0.078684
12369,20190228,GM,A,39.48,0.011789,1409479,0.029729
12369,20190329,GM,A,37.1,-0.050659,1409479,0.017924
12369,20190430,GM,A,38.95,0.049865,1418393,0.039313
12369,20190531,GM,A,33.34,-0.144031,1418393,-0.065778
12369,20190628,GM,A,38.53,0.167067,1418393,0.06893
12369,20190731,GM,A,40.34,0.046976,1418393,0.013128
12369,20190830,GM,A,37.09,-0.080565,1427729,-0.018092
12369,20190930,GM,A,37.48,0.02076,1427729,0.017181
12369,20191031,GM,A,37.16,-0.008538,1428784,0.020432
12369,20191129,GM,A,36,-0.031216,1428784,0.034047
12369,20191231,GM,A,36.6,0.027222,1428784,0.02859
12369,20200131,GM,A,33.39,-0.087705,1428784,-0.001628
12369,20200228,GM,A,30.5,-0.086553,1429002,-0.08411
12369,20200331,GM,A,20.78,-0.306229,1429002,-0.125119
12369,20200430,GM,A,22.29,0.072666,1432277,0.126844
12369,20200529,GM,A,25.88,0.161059,1431076,0.045282
12369,20200630,GM,A,25.3,-0.022411,1431076,0.018388
12369,20200731,GM,A,24.89,-0.016206,1431097,0.055101
12369,20200831,GM,A,29.63,0.190438,1431097,0.070065
12369,20200930,GM,A,29.59,-0.00135,1431097,-0.039228
12369,20201030,GM,A,34.53,0.166948,1431097,-0.027666
12369,20201130,GM,A,43.84,0.269621,1431308,0.107546
12369,20201231,GM,A,41.64,-0.050182,1431308,0.037121
12369,20210129,GM,A,50.68,0.217099,1431308,-0.011137
12369,20210226,GM,A,51.33,0.012826,1440913,0.026091
12369,20210331,GM,A,57.46,0.119423,1440913,0.042439
12369,20210430,GM,A,57.22,-0.004177,1440913,0.052425
12369,20210528,GM,A,59.31,0.036526,1450671,0.005487
12369,20210630,GM,A,59.17,-0.002361,1450671,0.022214
12369,20210730,GM,A,56.84,-0.039378,1450671,0.022748
12369,20210831,GM,A,49.01,-0.137755,1451724,0.02899
12369,20210930,GM,A,52.71,0.075495,1451724,-0.047569
12369,20211029,GM,A,54.43,0.032631,1451860,0.069144
12369,20211130,GM,A,57.87,0.0632,1451860,-0.008334
12369,20211231,GM,A,58.63,0.013133,1451860,0.043613
12369,20220131,GM,A,52.73,-0.100631,1451860,-0.052585
12369,20220228,GM,A,46.72,-0.113977,1453021,-0.031361
12369,20220331,GM,A,43.74,-0.063784,1453021,0.035773
12369,20220429,GM,A,37.91,-0.133288,1453021,-0.087957
12369,20220531,GM,A,38.68,0.020311,1458023,0.000053
12369,20220630,GM,A,31.76,-0.178904,1458023,-0.08392
12369,20220729,GM,A,36.26,0.141688,1458023,0.091116
12369,20220831,GM,A,38.21,0.05626,1458049,-0.04244
12369,20220930,GM,A,32.09,-0.160167,1458049,-0.093396
12369,20221031,GM,A,39.25,0.223122,1420697,0.079863
12369,20221130,GM,A,40.56,0.033376,1420697,0.053753
12369,20221230,GM,A,33.64,-0.168393,1420697,-0.058971
12431,20130131,IR,A,51.39,0.071518,301002,0.050428
12431,20130228,IR,A,52.65,0.024518,296317,0.011061
12431,20130328,IR,A,55.01,0.048813,296317,0.035988
12431,20130430,IR,A,53.8,-0.021996,298892,0.018086
12431,20130531,IR,A,57.53,0.069331,298892,0.020763
12431,20130628,IR,A,55.52,-0.031288,298892,-0.014999
12431,20130731,IR,A,61.05,0.099604,291028,0.049462
12431,20130830,IR,A,59.14,-0.031286,291028,-0.031298
12431,20130930,IR,A,64.94,0.101623,291028,0.029749
12431,20131031,IR,A,67.53,0.043117,288087,0.044596
12431,20131129,IR,A,71.42,0.057604,288087,0.028049
12431,20131231,IR,A,61.6,0.085736,288087,0.023563
12431,20140131,IR,A,58.79,-0.045617,288087,-0.035583
12431,20140228,IR,A,61.14,0.039973,278036,0.043117
12431,20140331,IR,A,57.24,-0.059699,278036,0.006932
12431,20140430,IR,A,59.8,0.044724,269903,0.006201
12431,20140530,IR,A,59.82,0.000334,269903,0.02103
12431,20140630,IR,A,62.51,0.049147,269903,0.019058
12431,20140731,IR,A,58.79,-0.05951,267508,-0.01508
12431,20140829,IR,A,60.2,0.023984,267508,0.037655
12431,20140930,IR,A,56.36,-0.059635,267508,-0.015514
12431,20141031,IR,A,62.62,0.111072,265472,0.023201
12431,20141128,IR,A,63.06,0.007027,265472,0.024534
12431,20141231,IR,A,63.39,0.009198,265472,-0.004189
12431,20150130,IR,A,66.4,0.047484,265472,-0.031041
12431,20150227,IR,A,67.19,0.011898,263322,0.054893
12431,20150331,IR,A,68.08,0.017562,263322,-0.017396
12431,20150430,IR,A,65.84,-0.032903,264719,0.008521
12431,20150529,IR,A,68.78,0.044654,264719,0.010491
12431,20150630,IR,A,67.42,-0.015557,264719,-0.021012
12431,20150731,IR,A,61.4,-0.089291,265353,0.019742
12431,20150831,IR,A,55.29,-0.099511,265353,-0.062581
12431,20150930,IR,A,50.77,-0.076506,265353,-0.026443
12431,20151030,IR,A,59.26,0.167225,261049,0.082983
12431,20151130,IR,A,58.67,-0.009956,261049,0.000505
12431,20151231,IR,A,55.29,-0.052667,261049,-0.01753
12431,20160129,IR,A,51.47,-0.06909,261049,-0.050735
12431,20160229,IR,A,55.56,0.079464,256848,-0.004128
12431,20160331,IR,A,62.01,0.12185,256848,0.065991
12431,20160429,IR,A,65.54,0.056926,257464,0.002699
12431,20160531,IR,A,66.81,0.019377,257464,0.015329
12431,20160630,IR,A,63.68,-0.04206,257464,0.000906
12431,20160729,IR,A,66.26,0.040515,257998,0.03561
12431,20160831,IR,A,67.99,0.026109,257998,-0.001219
12431,20160930,IR,A,67.94,0.003971,257998,-0.001234
12431,20161031,IR,A,67.29,-0.009567,258331,-0.019426
12431,20161130,IR,A,74.54,0.107743,258331,0.034174
12431,20161230,IR,A,75.04,0.012074,258331,0.018201
12431,20170131,IR,A,79.35,0.057436,258331,0.017884
12431,20170228,IR,A,79.36,0.000126,259509,0.037198
12431,20170331,IR,A,81.32,0.029738,259509,-0.000389
12431,20170428,IR,A,88.75,0.091367,256022,0.009091
12431,20170531,IR,A,89.6,0.009577,256022,0.011576
12431,20170630,IR,A,91.39,0.024442,256022,0.004814
12431,20170731,IR,A,87.88,-0.038407,253668,0.019349
12431,20170831,IR,A,85.39,-0.028334,253668,0.000546
12431,20170929,IR,A,89.17,0.049537,253668,0.019303
12431,20171031,IR,A,88.6,-0.006392,249868,0.022188
12431,20171130,IR,A,87.62,-0.011061,249868,0.028083
12431,20171229,IR,A,89.19,0.023054,249868,0.009832
12431,20180131,IR,A,94.63,0.060993,249868,0.056179
12431,20180228,IR,A,88.8,-0.061608,249889,-0.038947
12431,20180329,IR,A,85.51,-0.031982,249889,-0.026885
12431,20180430,IR,A,83.89,-0.018945,247965,0.002719
12431,20180531,IR,A,87.54,0.043509,247965,0.021608
12431,20180629,IR,A,89.73,0.030158,247965,0.004842
12431,20180731,IR,A,98.51,0.097849,245310,0.036022
12431,20180831,IR,A,101.29,0.02822,245310,0.030263
12431,20180928,IR,A,102.3,0.015204,245310,0.004294
12431,20181031,IR,A,95.94,-0.06217,245656,-0.069403
12431,20181130,IR,A,103.52,0.079008,245656,0.017859
12431,20181231,IR,A,91.23,-0.113601,245656,-0.091777
12431,20190131,IR,A,100.04,0.096569,245656,0.078684
12431,20190228,IR,A,105.56,0.055178,242169,0.029729
12431,20190329,IR,A,107.95,0.027662,242169,0.017924
12431,20190430,IR,A,122.61,0.135804,241128,0.039313
12431,20190531,IR,A,118.34,-0.034826,241158,-0.065778
12431,20190628,IR,A,126.67,0.074869,241158,0.06893
12431,20190731,IR,A,123.66,-0.023762,241158,0.013128
12431,20190830,IR,A,121.09,-0.020783,241577,-0.018092
12431,20190930,IR,A,123.21,0.021885,241577,0.017181
12431,20191031,IR,A,126.89,0.029868,239597,0.020432
12431,20191129,IR,A,131.11,0.033257,239597,0.034047
12431,20191231,IR,A,132.92,0.017848,238317,0.02859
12431,20200131,IR,A,133.23,0.002332,238317,-0.001628
12431,20200228,IR,A,129.03999,-0.031449,238401,-0.08411
12431,20200331,TT,A,82.59,-0.170446,238401,-0.125119
12431,20200430,TT,A,87.42,0.058482,239206,0.126844
12431,20200529,TT,A,90.21,0.031915,239208,0.045282
12431,20200630,TT,A,88.98,-0.00776,239208,0.018388
12431,20200731,TT,A,111.87,0.257249,239354,0.055101
12431,20200831,TT,A,118.39,0.058282,239354,0.070065
12431,20200930,TT,A,121.25,0.028634,239354,-0.039228
12431,20201030,TT,A,132.75,0.094845,240125,-0.027666
12431,20201130,TT,A,146.24001,0.10162,240125,0.107546
12431,20201231,TT,A,145.16,-0.003761,240125,0.037121
12431,20210129,TT,A,143.35001,-0.012469,240125,-0.011137
12431,20210226,TT,A,153.24001,0.068992,238429,0.026091
12431,20210331,TT,A,165.56,0.084247,238429,0.042439
12431,20210430,TT,A,173.83,0.049952,239109,0.052425
12431,20210528,TT,A,186.39999,0.072312,239148,0.005487
12431,20210630,TT,A,184.14,-0.008959,239148,0.022214
12431,20210730,TT,A,203.61,0.105735,239148,0.022748
12431,20210831,TT,A,198.5,-0.025097,237609,0.02899
12431,20210930,TT,A,172.64999,-0.127254,237609,-0.047569
12431,20211029,TT,A,180.92999,0.047958,237609,0.069144
12431,20211130,TT,A,186.64999,0.031614,237540,-0.008334
12431,20211231,TT,A,202.03,0.085561,237540,0.043613
12431,20220131,TT,A,173.10001,-0.143197,237540,-0.052585
12431,20220228,TT,A,153.92999,-0.110745,233538,-0.031361
12431,20220331,TT,A,152.7,-0.003638,233538,0.035773
12431,20220429,TT,A,139.89,-0.08389,233538,-0.087957
12431,20220531,TT,A,138.06,-0.013082,233860,0.000053
12431,20220630,TT,A,129.87,-0.054469,233860,-0.08392
12431,20220729,TT,A,146.99001,0.131824,233860,0.091116
12431,20220831,TT,A,154.07001,0.048167,231717,-0.04244
12431,20220930,TT,A,144.81,-0.055754,231717,-0.093396
12431,20221031,TT,A,159.63,0.102341,231717,0.079863
12431,20221130,TT,A,178.42,0.11771,230307,0.053753
12431,20221230,TT,A,168.09,-0.054142,230307,-0.058971
12448,20130131,FRC,A,35.69,0.088774,131025,0.050428
12448,20130228,FRC,A,36.45,0.021295,131025,0.011061
12448,20130328,FRC,A,38.62,0.059534,131025,0.035988
12448,20130430,FRC,A,37.98,-0.013465,131025,0.018086
12448,20130531,FRC,A,37.16,-0.02159,131025,0.020763
12448,20130628,FRC,A,38.48,0.035522,131025,-0.014999
12448,20130731,FRC,A,43.19,0.12552,131025,0.049462
12448,20130830,FRC,A,44.28,0.025237,131025,-0.031298
12448,20130930,FRC,A,46.63,0.053071,131025,0.029749
12448,20131031,FRC,A,51.07,0.097791,131895,0.044596
12448,20131129,FRC,A,51.1,0.000587,131895,0.028049
12448,20131231,FRC,A,52.35,0.024462,131895,0.023563
12448,20140131,FRC,A,48.53,-0.070678,131895,-0.035583
12448,20140228,FRC,A,51.97,0.070884,131895,0.043117
12448,20140331,FRC,A,53.99,0.038869,131895,0.006932
12448,20140430,FRC,A,50.76,-0.057233,131895,0.006201
12448,20140530,FRC,A,50.86,0.00197,131895,0.02103
12448,20140630,FRC,A,54.99,0.081203,131895,0.019058
12448,20140731,FRC,A,46.72,-0.147845,138068,-0.01508
12448,20140829,FRC,A,48.9,0.046661,138068,0.037655
12448,20140930,FRC,A,49.38,0.009816,138068,-0.015514
12448,20141031,FRC,A,50.93,0.034224,138068,0.023201
12448,20141128,FRC,A,51.53,0.011781,138068,0.024534
12448,20141231,FRC,A,52.12,0.01145,138068,-0.004189
12448,20150130,FRC,A,50.92,-0.020338,138068,-0.031041
12448,20150227,FRC,A,57,0.119403,138068,0.054893
12448,20150331,FRC,A,57.09,0.001579,138068,-0.017396
12448,20150430,FRC,A,58.29,0.023647,138068,0.008521
12448,20150529,FRC,A,60.55,0.038772,138068,0.010491
12448,20150630,FRC,A,63.03,0.040958,138068,-0.021012
12448,20150731,FRC,A,63.79,0.014438,138068,0.019742
12448,20150831,FRC,A,60.31,-0.054554,138068,-0.062581
12448,20150930,FRC,A,62.77,0.040789,138068,-0.026443
12448,20151030,FRC,A,65.31,0.042855,138068,0.082983
12448,20151130,FRC,A,68.86,0.054356,138068,0.000505
12448,20151231,FRC,A,66.06,-0.040662,145614,-0.01753
12448,20160129,FRC,A,68,0.031638,145614,-0.050735
12448,20160229,FRC,A,61.54,-0.095,145614,-0.004128
12448,20160331,FRC,A,66.64,0.082873,145614,0.065991
12448,20160429,FRC,A,70.32,0.057623,145614,0.002699
12448,20160531,FRC,A,72.41,0.029721,145614,0.015329
12448,20160630,FRC,A,69.99,-0.033421,145614,0.000906
12448,20160729,FRC,A,71.67,0.026289,145614,0.03561
12448,20160831,FRC,A,76.96,0.073811,145614,-0.001219
12448,20160930,FRC,A,77.11,0.001949,145614,-0.001234
12448,20161031,FRC,A,74.43,-0.032681,145614,-0.019426
12448,20161130,FRC,A,81.9,0.100363,150109,0.034174
12448,20161230,FRC,A,92.14,0.125031,150109,0.018201
12448,20170131,FRC,A,94.33,0.025505,150109,0.017884
12448,20170228,FRC,A,93.83,-0.005301,154292,0.037198
12448,20170331,FRC,A,93.81,-0.000213,154292,-0.000389
12448,20170428,FRC,A,92.46,-0.012579,154292,0.009091
12448,20170531,FRC,A,92.1,-0.003894,154292,0.011576
12448,20170630,FRC,A,100.1,0.086862,154292,0.004814
12448,20170731,FRC,A,100.33,0.003996,154292,0.019349
12448,20170831,FRC,A,97.05,-0.032692,154292,0.000546
12448,20170929,FRC,A,104.46,0.076352,157756,0.019303
12448,20171031,FRC,A,97.4,-0.065958,157756,0.022188
12448,20171130,FRC,A,95.54,-0.019097,157756,0.028083
12448,20171229,FRC,A,86.64,-0.093155,157756,0.009832
12448,20180131,FRC,A,89.55,0.035549,157756,0.056179
12448,20180228,FRC,A,92.8,0.036293,157756,-0.038947
12448,20180329,FRC,A,92.61,-0.002047,161774,-0.026885
12448,20180430,FRC,A,92.87,0.004751,161774,0.002719
12448,20180531,FRC,A,99.6,0.072467,161774,0.021608
12448,20180629,FRC,A,96.79,-0.028213,161774,0.004842
12448,20180731,FRC,A,98.86,0.023246,161774,0.036022
12448,20180831,FRC,A,101.59,0.027615,161774,0.030263
12448,20180928,FRC,A,96,-0.055025,161774,0.004294
12448,20181031,FRC,A,90.99,-0.050313,161774,-0.069403
12448,20181130,FRC,A,99.15,0.08968,161774,0.017859
12448,20181231,FRC,A,86.9,-0.12355,164781,-0.091777
12448,20190131,FRC,A,96.63,0.114039,164781,0.078684
12448,20190228,FRC,A,104.98,0.086412,164781,0.029729
12448,20190329,FRC,A,100.46,-0.043056,164781,0.017924
12448,20190430,FRC,A,105.62,0.053255,164781,0.039313
12448,20190531,FRC,A,97.02,-0.081424,164781,-0.065778
12448,20190628,FRC,A,97.65,0.006494,167539,0.06893
12448,20190731,FRC,A,99.36,0.019457,167539,0.013128
12448,20190830,FRC,A,89.72,-0.097021,167539,-0.018092
12448,20190930,FRC,A,96.7,0.077798,168222,0.017181
12448,20191031,FRC,A,106.36,0.101861,168222,0.020432
12448,20191129,FRC,A,109.9,0.033283,168222,0.034047
12448,20191231,FRC,A,117.45,0.068699,168222,0.02859
12448,20200131,FRC,A,110.88,-0.054321,168222,-0.001628
