permno,adate,qdate,public_date,evm,pe_exi,ps,roa,aftret_invcapx
10104,5/31/2012,11/30/2012,20130131,9.379,16.75,4.516,0.228,0.199
10104,5/31/2012,11/30/2012,20130228,9.379,16.151,4.34,0.228,0.199
10104,5/31/2012,11/30/2012,20130331,9.379,15.25,4.091,0.228,0.199
10104,5/31/2012,2/28/2013,20130430,9.702,15.247,4.146,0.223,0.195
10104,5/31/2012,2/28/2013,20130531,9.702,15.712,4.225,0.223,0.195
10104,5/31/2012,2/28/2013,20130630,9.702,14.284,3.841,0.223,0.195
10104,5/31/2013,5/31/2013,20130731,10.156,14.314,4.029,0.216,0.205
10104,5/31/2013,5/31/2013,20130831,10.156,14.097,3.968,0.216,0.205
10104,5/31/2013,5/31/2013,20130930,10.156,14.677,4.066,0.216,0.205
10104,5/31/2013,8/31/2013,20131031,10.004,14.44,4.085,0.22,0.196
10104,5/31/2013,8/31/2013,20131130,10.004,15.211,4.304,0.22,0.196
10104,5/31/2013,8/31/2013,20131231,10.004,16.491,4.604,0.22,0.196
10104,5/31/2013,11/30/2013,20140131,10.147,15.769,4.419,0.214,0.189
10104,5/31/2013,11/30/2013,20140228,10.147,16.714,4.684,0.214,0.189
10104,5/31/2013,11/30/2013,20140331,10.147,17.483,4.858,0.214,0.189
10104,5/31/2013,2/28/2014,20140430,10.288,17.176,4.809,0.213,0.186
10104,5/31/2013,2/28/2014,20140531,10.288,17.655,4.943,0.213,0.186
10104,5/31/2013,2/28/2014,20140630,10.288,17.029,4.764,0.213,0.186
10104,5/31/2014,5/31/2014,20140731,11.874,16.971,4.701,0.207,0.188
10104,5/31/2014,5/31/2014,20140831,11.874,17.45,4.834,0.207,0.188
10104,5/31/2014,5/31/2014,20140930,11.874,16.084,4.432,0.207,0.188
10104,5/31/2014,8/31/2014,20141031,11.331,16.271,4.495,0.205,0.177
10104,5/31/2014,8/31/2014,20141130,11.331,17.671,4.881,0.205,0.177
10104,5/31/2014,8/31/2014,20141231,11.331,18.738,5.129,0.205,0.177
10104,5/31/2014,11/30/2014,20150131,11.742,17.454,4.738,0.199,0.169
10104,5/31/2014,11/30/2014,20150228,11.742,18.258,4.957,0.199,0.169
10104,5/31/2014,11/30/2014,20150331,11.742,17.979,4.854,0.199,0.169
10104,5/31/2014,2/28/2015,20150430,12.202,18.251,5.277,0.19,0.161
10104,5/31/2014,2/28/2015,20150531,12.202,18.197,4.89,0.19,0.161
10104,5/31/2014,2/28/2015,20150630,12.202,16.862,4.499,0.19,0.161
10104,5/31/2015,5/31/2015,20150731,13.523,18.072,4.531,0.17,0.159
10104,5/31/2015,5/31/2015,20150831,13.523,16.783,4.207,0.17,0.159
10104,5/31/2015,5/31/2015,20150930,13.523,16.344,4.03,0.17,0.159
10104,5/31/2015,8/31/2015,20151031,13.062,18.15,4.35,0.164,0.132
10104,5/31/2015,8/31/2015,20151130,13.062,18.21,4.365,0.164,0.132
10104,5/31/2015,8/31/2015,20151231,13.062,17.07,4.03,0.164,0.132
10104,5/31/2015,11/30/2015,20160131,13.397,17.457,4.071,0.154,0.126
10104,5/31/2015,11/30/2015,20160229,13.397,17.683,4.124,0.154,0.126
10104,5/31/2015,11/30/2015,20160331,13.397,19.668,4.53,0.154,0.126
10104,5/31/2015,2/29/2016,20160430,13.222,19.635,4.452,0.147,0.121
10104,5/31/2015,2/29/2016,20160531,13.222,19.803,4.489,0.147,0.121
10104,5/31/2015,2/29/2016,20160630,13.222,20.163,4.541,0.147,0.121
10104,5/31/2016,5/31/2016,20160731,13.495,19.826,4.567,0.139,0.117
10104,5/31/2016,5/31/2016,20160831,13.495,19.913,4.587,0.139,0.117
10104,5/31/2016,5/31/2016,20160930,13.495,18.976,4.353,0.139,0.117
10104,5/31/2016,8/31/2016,20161031,13.49,18.295,4.241,0.142,0.122
10104,5/31/2016,8/31/2016,20161130,13.49,19.138,4.436,0.142,0.122
10104,5/31/2016,8/31/2016,20161231,13.49,18.31,4.241,0.142,0.122
10104,5/31/2016,11/30/2016,20170131,13.705,19.284,4.419,0.138,0.117
10104,5/31/2016,11/30/2016,20170228,13.705,20.476,4.692,0.138,0.117
10104,5/31/2016,11/30/2016,20170331,13.705,21.447,4.93,0.138,0.117
10104,5/31/2016,2/28/2017,20170430,14.288,21.308,4.943,0.133,0.114
10104,5/31/2016,2/28/2017,20170531,14.288,21.512,4.99,0.133,0.114
10104,5/31/2016,2/28/2017,20170630,14.288,23.763,5.542,0.133,0.114
10104,5/31/2017,5/31/2017,20170731,15.731,22.593,5.475,0.126,0.128
10104,5/31/2017,5/31/2017,20170831,15.731,22.774,5.518,0.126,0.128
10104,5/31/2017,5/31/2017,20170930,15.731,21.878,5.348,0.126,0.128
10104,5/31/2017,8/31/2017,20171031,15.041,22.423,5.556,0.125,0.115
10104,5/31/2017,8/31/2017,20171130,15.041,21.612,5.355,0.125,0.115
10104,5/31/2017,8/31/2017,20171231,15.041,20.828,5.119,0.125,0.115
10104,5/31/2017,11/30/2017,20180131,15.401,22.333,5.505,0.126,0.116
10104,5/31/2017,11/30/2017,20180228,15.401,21.935,5.407,0.126,0.116
10104,5/31/2017,11/30/2017,20180331,15.401,19.805,4.815,0.126,0.116
10104,5/31/2017,2/28/2018,20180430,15.675,55.024,4.749,0.125,0.053
10104,5/31/2017,2/28/2018,20180531,15.675,56.289,4.858,0.125,0.053
10104,5/31/2017,2/28/2018,20180630,15.675,53.084,4.468,0.125,0.053
10104,5/31/2018,5/31/2018,20180731,14.506,52.978,4.766,0.125,0.058
10104,5/31/2018,5/31/2018,20180831,14.506,53.978,4.856,0.125,0.058
10104,5/31/2018,5/31/2018,20180930,14.506,57.289,4.903,0.125,0.058
10104,5/31/2018,8/31/2018,20181031,15.351,54.267,4.687,0.122,0.056
10104,5/31/2018,8/31/2018,20181130,15.351,54.178,4.679,0.122,0.056
10104,5/31/2018,8/31/2018,20181231,15.351,50.167,4.105,0.122,0.056
10104,5/31/2018,11/30/2018,20190131,14.981,50.737,4.57,0.122,0.059
10104,5/31/2018,11/30/2018,20190228,14.981,52.657,4.743,0.122,0.059
10104,5/31/2018,11/30/2018,20190331,14.981,54.253,4.654,0.122,0.059
10104,5/31/2018,2/28/2019,20190430,14.442,20.342,4.802,0.127,0.134
10104,5/31/2018,2/28/2019,20190531,14.442,18.603,4.391,0.127,0.134
10104,5/31/2018,2/28/2019,20190630,14.442,20.945,4.825,0.127,0.134
10104,5/31/2019,5/31/2019,20190731,13.4,18.956,4.754,0.137,0.13
10104,5/31/2019,5/31/2019,20190831,13.4,17.529,4.396,0.137,0.13
10104,5/31/2019,5/31/2019,20190930,13.4,18.529,4.572,0.137,0.13
10104,5/31/2019,8/31/2019,20191031,13.605,17.749,4.525,0.146,0.162
10104,5/31/2019,8/31/2019,20191130,13.605,18.287,4.662,0.146,0.162
10104,5/31/2019,8/31/2019,20191231,13.605,17.257,4.299,0.146,0.162
10104,5/31/2019,11/30/2019,20200131,13.575,16.651,4.25,0.154,0.172
10104,5/31/2019,11/30/2019,20200229,13.575,15.702,4.008,0.154,0.172
10104,5/31/2019,11/30/2019,20200331,13.575,15.343,3.85,0.154,0.172
10104,5/31/2019,2/29/2020,20200430,13.064,16.71,4.201,0.163,0.178
10104,5/31/2019,2/29/2020,20200531,13.064,16.962,4.264,0.163,0.178
10104,5/31/2019,2/29/2020,20200630,13.064,17.435,4.265,0.163,0.178
10104,5/31/2020,5/31/2020,20200731,13.948,18.003,4.355,0.153,0.165
10104,5/31/2020,5/31/2020,20200831,13.948,18.578,4.494,0.153,0.165
10104,5/31/2020,5/31/2020,20200930,13.948,19.383,4.601,0.153,0.165
10104,5/31/2020,8/31/2020,20201031,13.236,17.589,4.308,0.168,0.174
10104,5/31/2020,8/31/2020,20201130,13.236,18.094,4.431,0.168,0.174
10104,5/31/2020,8/31/2020,20201231,13.236,20.279,4.856,0.168,0.174
10104,5/31/2020,11/30/2020,20210131,13.009,18.257,4.515,0.169,0.173
10104,5/31/2020,11/30/2020,20210228,13.009,19.489,4.82,0.169,0.173
10104,5/31/2020,11/30/2020,20210331,13.009,21.199,5.135,0.169,0.173
10104,5/31/2020,2/28/2021,20210430,13.396,18.132,5.506,0.168,0.206
10104,5/31/2020,2/28/2021,20210531,13.396,18.837,5.72,0.168,0.206
10104,5/31/2020,2/28/2021,20210630,13.396,18.622,5.476,0.168,0.206
10104,5/31/2021,5/31/2021,20210731,16.624,19.152,6.01,0.151,0.197
10104,5/31/2021,5/31/2021,20210831,16.624,19.589,6.148,0.151,0.197
10104,5/31/2021,5/31/2021,20210930,16.624,19.149,5.884,0.151,0.197
10104,5/31/2021,8/31/2021,20211031,15.146,20.369,6.422,0.158,0.207
10104,5/31/2021,8/31/2021,20211130,15.146,19.265,6.074,0.158,0.207
10104,5/31/2021,8/31/2021,20211231,15.146,18.516,5.702,0.158,0.207
10104,5/31/2021,11/30/2021,20220131,15.991,23.322,5.235,0.157,0.16
10104,5/31/2021,11/30/2021,20220228,15.991,21.83,4.9,0.157,0.16
10104,5/31/2021,11/30/2021,20220331,15.991,23.773,5.332,0.157,0.16
10104,5/31/2021,2/28/2022,20220430,16.372,27.909,4.682,0.158,0.129
10104,5/31/2021,2/28/2022,20220531,16.372,27.346,4.588,0.158,0.129
10104,5/31/2021,2/28/2022,20220630,16.372,26.567,4.452,0.158,0.129
10104,5/31/2022,5/31/2022,20220731,14.312,32.299,4.888,0.158,0.105
10104,5/31/2022,5/31/2022,20220831,14.312,30.768,4.656,0.158,0.105
10104,5/31/2022,5/31/2022,20220930,14.312,25.34,3.879,0.158,0.105
10104,5/31/2022,8/31/2022,20221031,15.355,37.176,4.766,0.169,0.118
10104,5/31/2022,8/31/2022,20221130,15.355,39.538,5.07,0.169,0.118
10104,5/31/2022,8/31/2022,20221231,15.355,38.924,4.991,0.169,0.118
10107,6/30/2012,9/30/2012,20130131,8.99,14.838,3.178,0.253,0.207
10107,6/30/2012,12/31/2012,20130228,9.029,15.275,3.193,0.246,0.199
10107,6/30/2012,12/31/2012,20130331,9.029,15.717,3.275,0.246,0.199
10107,6/30/2012,12/31/2012,20130430,9.029,18.187,3.79,0.246,0.199
10107,6/30/2012,3/31/2013,20130531,8.141,18.083,3.834,0.256,0.205
10107,6/30/2012,3/31/2013,20130630,8.141,17.899,3.785,0.256,0.205
10107,6/30/2012,3/31/2013,20130731,8.141,16.497,3.489,0.256,0.205
10107,6/30/2013,6/30/2013,20130831,9.836,12.946,3.574,0.234,0.283
10107,6/30/2013,6/30/2013,20130930,9.836,12.899,3.568,0.234,0.283
10107,6/30/2013,6/30/2013,20131031,9.836,13.723,3.797,0.234,0.283
10107,6/30/2013,9/30/2013,20131130,8.362,14.175,3.961,0.247,0.262
10107,6/30/2013,9/30/2013,20131231,8.362,13.907,3.863,0.247,0.262
10107,6/30/2013,9/30/2013,20140131,8.362,14.067,3.908,0.247,0.262
10107,6/30/2013,12/31/2013,20140228,8.973,14.137,3.811,0.241,0.253
10107,6/30/2013,12/31/2013,20140331,8.973,15.125,4.058,0.241,0.253
10107,6/30/2013,12/31/2013,20140430,8.973,14.908,4,0.241,0.253
10107,6/30/2013,3/31/2014,20140531,10.154,15.333,4.058,0.222,0.236
10107,6/30/2013,3/31/2014,20140630,10.154,15.618,4.122,0.222,0.236
10107,6/30/2013,3/31/2014,20140731,10.154,16.165,4.267,0.222,0.236
10107,6/30/2014,6/30/2014,20140831,11.535,17.274,4.33,0.202,0.243
10107,6/30/2014,6/30/2014,20140930,11.535,17.627,4.427,0.202,0.243
10107,6/30/2014,6/30/2014,20141031,11.535,17.852,4.477,0.202,0.243
10107,6/30/2014,9/30/2014,20141130,10.84,18.749,4.325,0.217,0.206
10107,6/30/2014,9/30/2014,20141231,10.84,18.216,4.189,0.217,0.206
10107,6/30/2014,9/30/2014,20150131,10.84,15.843,3.637,0.217,0.206
10107,6/30/2014,12/31/2014,20150228,11.303,17.681,3.865,0.21,0.193
10107,6/30/2014,12/31/2014,20150331,11.303,16.393,3.544,0.21,0.193
10107,6/30/2014,12/31/2014,20150430,11.303,19.613,4.228,0.21,0.193
10107,6/30/2014,3/31/2015,20150531,11.283,19.444,4.016,0.203,0.185
10107,6/30/2014,3/31/2015,20150630,11.283,18.32,3.754,0.203,0.185
10107,6/30/2014,3/31/2015,20150731,11.283,19.378,3.957,0.203,0.185
10107,6/30/2015,6/30/2015,20150831,11.607,29.405,3.72,0.193,0.115
10107,6/30/2015,6/30/2015,20150930,11.607,29.905,3.777,0.193,0.115
10107,6/30/2015,6/30/2015,20151031,11.607,35.568,4.493,0.193,0.115
10107,6/30/2015,9/30/2015,20151130,11.779,35.523,4.784,0.189,0.118
10107,6/30/2015,9/30/2015,20151231,11.779,36.261,4.845,0.189,0.118
10107,6/30/2015,9/30/2015,20160131,11.779,36.007,4.801,0.189,0.118
10107,6/30/2015,12/31/2015,20160229,13.125,35.333,4.569,0.177,0.113
10107,6/30/2015,12/31/2015,20160331,13.125,38.354,4.935,0.177,0.113
10107,6/30/2015,12/31/2015,20160430,13.125,34.632,4.45,0.177,0.113
10107,6/30/2015,3/31/2016,20160531,14.708,40.769,4.795,0.168,0.101
10107,6/30/2015,3/31/2016,20160630,14.708,39.362,4.598,0.168,0.101
10107,6/30/2015,3/31/2016,20160731,14.708,43.6,5.083,0.168,0.101
10107,6/30/2016,6/30/2016,20160831,16.71,27.362,5.248,0.147,0.163
10107,6/30/2016,6/30/2016,20160930,16.71,27.429,5.252,0.147,0.163
10107,6/30/2016,6/30/2016,20161031,16.71,28.533,5.461,0.147,0.163
10107,6/30/2016,9/30/2016,20161130,16.643,27.391,5.394,0.16,0.165
10107,6/30/2016,9/30/2016,20161231,16.643,28.245,5.53,0.16,0.165
10107,6/30/2016,9/30/2016,20170131,16.643,29.386,5.751,0.16,0.165
10107,6/30/2016,12/31/2016,20170228,15.982,26.882,5.561,0.165,0.168
10107,6/30/2016,12/31/2016,20170331,15.982,27.672,5.722,0.165,0.168
10107,6/30/2016,12/31/2016,20170430,15.982,28.765,5.945,0.165,0.168
10107,6/30/2016,3/31/2017,20170531,15.787,26.759,5.888,0.167,0.181
10107,6/30/2016,3/31/2017,20170630,15.787,26.41,5.802,0.167,0.181
10107,6/30/2016,3/31/2017,20170731,15.787,27.854,6.114,0.167,0.181
10107,6/30/2017,6/30/2017,20170831,20.374,27.59,6.402,0.14,0.204
10107,6/30/2017,6/30/2017,20170930,20.374,27.487,6.389,0.14,0.204
10107,6/30/2017,6/30/2017,20171031,20.374,30.694,7.134,0.14,0.204
10107,6/30/2017,9/30/2017,20171130,15.409,24.976,6.547,0.176,0.205
10107,6/30/2017,9/30/2017,20171231,15.409,25.383,6.645,0.176,0.205
10107,6/30/2017,9/30/2017,20180131,15.409,28.193,7.376,0.176,0.205
10107,6/30/2017,12/31/2017,20180228,16.153,52.977,7.06,0.174,0.108
10107,6/30/2017,12/31/2017,20180331,16.153,51.565,6.863,0.174,0.108
10107,6/30/2017,12/31/2017,20180430,16.153,52.836,7.026,0.174,0.108
10107,6/30/2017,3/31/2018,20180531,16.61,48.931,7.172,0.176,0.115
10107,6/30/2017,3/31/2018,20180630,16.61,48.817,7.15,0.176,0.115
10107,6/30/2017,3/31/2018,20180731,16.61,52.515,7.683,0.176,0.115
10107,6/30/2018,6/30/2018,20180831,18.785,52.737,7.805,0.18,0.128
10107,6/30/2018,6/30/2018,20180930,18.785,53.695,7.959,0.18,0.128
10107,6/30/2018,6/30/2018,20181031,18.785,50.146,7.429,0.18,0.128
10107,6/30/2018,9/30/2018,20181130,17.538,46.012,7.408,0.19,0.128
10107,6/30/2018,9/30/2018,20181231,17.538,42.145,6.791,0.19,0.128
10107,6/30/2018,9/30/2018,20190131,17.538,43.332,6.973,0.19,0.128
10107,6/30/2018,12/31/2018,20190228,17.356,25.993,7.256,0.196,0.219
10107,6/30/2018,12/31/2018,20190331,17.356,27.364,7.632,0.196,0.219
10107,6/30/2018,12/31/2018,20190430,17.356,30.302,8.448,0.196,0.219
10107,6/30/2018,3/31/2019,20190531,17.561,27.484,7.755,0.205,0.224
10107,6/30/2018,3/31/2019,20190630,17.561,29.769,8.378,0.205,0.224
10107,6/30/2018,3/31/2019,20190731,17.561,30.282,8.514,0.205,0.224
10107,6/30/2019,6/30/2019,20190831,20.351,27.245,8.365,0.2,0.254
10107,6/30/2019,6/30/2019,20190930,20.351,27.476,8.434,0.2,0.254
10107,6/30/2019,6/30/2019,20191031,20.351,28.334,8.691,0.2,0.254
10107,6/30/2019,9/30/2019,20191130,17.883,28.508,8.896,0.216,0.25
10107,6/30/2019,9/30/2019,20191231,17.883,29.699,9.246,0.216,0.25
10107,6/30/2019,9/30/2019,20200131,17.883,32.058,9.974,0.216,0.25
10107,6/30/2019,12/31/2019,20200229,18.481,28.176,9.179,0.226,0.262
10107,6/30/2019,12/31/2019,20200331,18.481,27.428,8.916,0.226,0.262
10107,6/30/2019,12/31/2019,20200430,18.481,31.167,10.123,0.226,0.262
10107,6/30/2019,3/31/2020,20200531,18.8,30.491,10.019,0.231,0.267
10107,6/30/2019,3/31/2020,20200630,18.8,33.862,11.109,0.231,0.267
10107,6/30/2019,3/31/2020,20200731,18.8,34.111,11.186,0.231,0.267
10107,6/30/2020,6/30/2020,20200831,24.868,39.155,11.934,0.222,0.258
10107,6/30/2020,6/30/2020,20200930,24.868,36.516,11.124,0.222,0.258
10107,6/30/2020,6/30/2020,20201031,24.868,35.151,10.704,0.222,0.258
10107,6/30/2020,9/30/2020,20201130,21.37,34.583,11.002,0.239,0.262
10107,6/30/2020,9/30/2020,20201231,21.37,35.932,11.409,0.239,0.262
10107,6/30/2020,9/30/2020,20210131,21.37,37.473,11.892,0.239,0.262
10107,6/30/2020,12/31/2020,20210228,21.955,34.632,11.434,0.247,0.278
10107,6/30/2020,12/31/2020,20210331,21.955,35.137,11.588,0.247,0.278
10107,6/30/2020,12/31/2020,20210430,21.955,37.583,12.391,0.247,0.278
10107,6/30/2020,3/31/2021,20210531,22.727,34.016,11.755,0.255,0.296
10107,6/30/2020,3/31/2021,20210630,22.727,36.907,12.733,0.255,0.296
10107,6/30/2020,3/31/2021,20210731,22.727,38.816,13.384,0.255,0.296
10107,6/30/2021,6/30/2021,20210831,26.222,37.501,13.496,0.255,0.327
10107,6/30/2021,6/30/2021,20210930,26.222,35.021,12.592,0.255,0.327
10107,6/30/2021,6/30/2021,20211031,26.222,41.195,14.812,0.255,0.327
10107,6/30/2021,9/30/2021,20211130,22.923,36.979,14.083,0.277,0.341
10107,6/30/2021,9/30/2021,20211231,22.923,37.62,14.327,0.277,0.341
10107,6/30/2021,9/30/2021,20220131,22.923,34.785,13.228,0.277,0.341
10107,6/30/2021,12/31/2021,20220228,23.947,31.82,12.114,0.286,0.346
10107,6/30/2021,12/31/2021,20220331,23.947,32.834,12.477,0.286,0.346
10107,6/30/2021,12/31/2021,20220430,23.947,29.555,11.225,0.286,0.346
10107,6/30/2021,3/31/2022,20220531,24.285,28.379,10.56,0.291,0.34
10107,6/30/2021,3/31/2022,20220630,24.285,26.809,9.955,0.291,0.34
10107,6/30/2021,3/31/2022,20220731,24.285,29.305,10.873,0.291,0.34
10107,6/30/2022,6/30/2022,20220831,20.338,27.095,9.835,0.281,0.35
10107,6/30/2022,6/30/2022,20220930,20.338,24.135,8.759,0.281,0.35
10107,6/30/2022,6/30/2022,20221031,20.338,24.055,8.728,0.281,0.35
10107,6/30/2022,9/30/2022,20221130,22.254,27.494,9.366,0.285,0.308
10107,6/30/2022,9/30/2022,20221231,22.254,25.843,8.803,0.285,0.308
10138,12/31/2011,9/30/2012,20130131,11.481,22.246,6.313,0.348,0.24
10138,12/31/2012,12/31/2012,20130228,11.577,21.188,6.09,0.363,0.258
10138,12/31/2012,12/31/2012,20130331,11.577,22.283,6.417,0.363,0.258
10138,12/31/2012,12/31/2012,20130430,11.577,21.577,6.216,0.363,0.258
10138,12/31/2012,3/31/2013,20130531,11.337,21.565,6.331,0.358,0.248
10138,12/31/2012,3/31/2013,20130630,11.337,20.795,6.122,0.358,0.248
10138,12/31/2012,3/31/2013,20130731,11.337,21.375,6.294,0.358,0.248
10138,12/31/2012,6/30/2013,20130831,11.279,19.216,5.654,0.365,0.251
10138,12/31/2012,6/30/2013,20130930,11.279,19.707,5.815,0.365,0.251
10138,12/31/2012,6/30/2013,20131031,11.279,21.208,6.259,0.365,0.251
10138,12/31/2012,9/30/2013,20131130,11.21,21.687,6.282,0.366,0.246
10138,12/31/2012,9/30/2013,20131231,11.21,22.58,6.57,0.366,0.246
10138,12/31/2012,9/30/2013,20140131,11.21,21.143,6.155,0.366,0.246
10138,12/31/2013,12/31/2013,20140228,12.676,20.813,6.115,0.375,0.272
10138,12/31/2013,12/31/2013,20140331,12.676,21.115,6.21,0.375,0.272
10138,12/31/2013,12/31/2013,20140430,12.676,21.059,6.191,0.375,0.272
10138,12/31/2013,3/31/2014,20140531,11.223,19.885,5.912,0.371,0.25
10138,12/31/2013,3/31/2014,20140630,11.223,20.588,6.128,0.371,0.25
10138,12/31/2013,3/31/2014,20140731,11.223,18.941,5.638,0.371,0.25
10138,12/31/2013,6/30/2014,20140831,11.182,18.792,5.677,0.37,0.25
10138,12/31/2013,6/30/2014,20140930,11.182,18.19,5.445,0.37,0.25
10138,12/31/2013,6/30/2014,20141031,11.182,19.046,5.673,0.37,0.25
10138,12/31/2013,9/30/2014,20141130,11.002,18.842,5.567,0.368,0.244
10138,12/31/2013,9/30/2014,20141231,11.002,19.381,5.785,0.368,0.244
10138,12/31/2013,9/30/2014,20150131,11.002,17.77,5.304,0.368,0.244
10138,12/31/2014,12/31/2014,20150228,11.195,18.154,5.405,0.375,0.255
10138,12/31/2014,12/31/2014,20150331,11.195,17.798,5.299,0.375,0.255
10138,12/31/2014,12/31/2014,20150430,11.195,17.842,5.312,0.375,0.255
10138,12/31/2014,3/31/2015,20150531,10.593,17.695,5.186,0.361,0.236
10138,12/31/2014,3/31/2015,20150630,10.593,17.046,5.006,0.361,0.236
10138,12/31/2014,3/31/2015,20150731,10.593,16.914,4.874,0.361,0.236
10138,12/31/2014,6/30/2015,20150831,10.13,15.326,4.446,0.36,0.242
10138,12/31/2014,6/30/2015,20150930,10.13,14.819,4.223,0.36,0.242
10138,12/31/2014,6/30/2015,20151031,10.13,16.124,4.584,0.36,0.242
10138,12/31/2014,9/30/2015,20151130,9.897,16.447,4.584,0.359,0.24
10138,12/31/2014,9/30/2015,20151231,9.897,15.441,4.293,0.359,0.24
10138,12/31/2014,9/30/2015,20160131,9.897,15.324,4.261,0.359,0.24
10138,12/31/2015,12/31/2015,20160229,8.842,14.927,4.074,0.377,0.227
10138,12/31/2015,12/31/2015,20160331,8.842,15.866,4.339,0.377,0.227
10138,12/31/2015,12/31/2015,20160430,8.842,16.261,4.449,0.377,0.227
10138,12/31/2015,3/31/2016,20160531,9.491,16.572,4.589,0.361,0.253
10138,12/31/2015,3/31/2016,20160630,9.491,15.692,4.385,0.361,0.253
10138,12/31/2015,3/31/2016,20160731,9.491,15.202,4.216,0.361,0.253
10138,12/31/2015,6/30/2016,20160831,9.672,16.557,4.175,0.346,0.231
10138,12/31/2015,6/30/2016,20160930,9.672,15.833,3.933,0.346,0.231
10138,12/31/2015,6/30/2016,20161031,9.672,15.24,3.764,0.346,0.231
10138,12/31/2015,9/30/2016,20161130,9.567,16.756,4.309,0.332,0.25
10138,12/31/2015,9/30/2016,20161231,9.567,17.027,4.403,0.332,0.25
10138,12/31/2015,9/30/2016,20170131,9.567,15.258,3.946,0.332,0.25
10138,12/31/2016,12/31/2016,20170228,9.886,14.992,4.077,0.341,0.263
10138,12/31/2016,12/31/2016,20170331,9.886,14.347,3.894,0.341,0.263
10138,12/31/2016,12/31/2016,20170430,9.886,14.924,4.05,0.341,0.263
10138,12/31/2016,3/31/2017,20170531,9.094,13.785,3.897,0.31,0.276
10138,12/31/2016,3/31/2017,20170630,9.094,14.523,4.088,0.31,0.276
10138,12/31/2016,3/31/2017,20170731,9.094,16.188,4.559,0.31,0.276
10138,12/31/2016,6/30/2017,20170831,8.731,14.495,4.503,0.319,0.309
10138,12/31/2016,6/30/2017,20170930,8.731,15.576,4.876,0.319,0.309
10138,12/31/2016,6/30/2017,20171031,8.731,15.962,4.999,0.319,0.309
10138,12/31/2016,9/30/2017,20171130,9.076,16.872,5.365,0.331,0.312
10138,12/31/2016,9/30/2017,20171231,9.076,17.202,5.533,0.331,0.312
10138,12/31/2016,9/30/2017,20180131,9.076,18.3,5.886,0.331,0.312
10138,12/31/2017,12/31/2017,20180228,12.129,18.744,5.71,0.32,0.316
10138,12/31/2017,12/31/2017,20180331,12.129,18.085,5.48,0.32,0.316
10138,12/31/2017,12/31/2017,20180430,12.129,19.065,5.75,0.32,0.316
10138,12/31/2017,3/31/2018,20180531,10.244,19.584,5.821,0.334,0.304
10138,12/31/2017,3/31/2018,20180630,10.244,18.724,5.59,0.334,0.304
10138,12/31/2017,3/31/2018,20180731,10.244,19.206,5.734,0.334,0.304
10138,12/31/2017,6/30/2018,20180831,10.919,17.884,5.41,0.335,0.304
10138,12/31/2017,6/30/2018,20180930,10.919,16.849,5.085,0.335,0.304
10138,12/31/2017,6/30/2018,20181031,10.919,14.968,4.481,0.335,0.304
10138,12/31/2017,9/30/2018,20181130,10.938,13.762,4.457,0.333,0.322
10138,12/31/2017,9/30/2018,20181231,10.938,12.787,4.096,0.333,0.322
10138,12/31/2017,9/30/2018,20190131,10.938,12.945,4.147,0.333,0.322
10138,12/31/2018,12/31/2018,20190228,9.034,13.814,4.425,0.33,0.304
10138,12/31/2018,12/31/2018,20190331,9.034,13.772,4.406,0.33,0.304
10138,12/31/2018,12/31/2018,20190430,9.034,14.787,4.732,0.33,0.304
10138,12/31/2018,3/31/2019,20190531,10.508,13.361,4.452,0.314,0.304
10138,12/31/2018,3/31/2019,20190630,10.508,14.493,4.81,0.314,0.304
10138,12/31/2018,3/31/2019,20190731,10.508,14.979,4.972,0.314,0.304
10138,12/31/2018,6/30/2019,20190831,10.236,13.932,4.806,0.305,0.312
10138,12/31/2018,6/30/2019,20190930,10.236,14.389,4.945,0.305,0.312
10138,12/31/2018,6/30/2019,20191031,10.236,14.584,4.991,0.305,0.312
10138,12/31/2018,9/30/2019,20191130,10.21,15.68,5.294,0.299,0.299
10138,12/31/2018,9/30/2019,20191231,10.21,15.462,5.254,0.299,0.299
10138,12/31/2018,9/30/2019,20200131,10.21,16.945,5.759,0.299,0.299
10138,12/31/2019,12/31/2019,20200229,11.609,13.564,4.958,0.303,0.367
10138,12/31/2019,12/31/2019,20200331,11.609,11.224,3.963,0.303,0.367
10138,12/31/2019,12/31/2019,20200430,11.609,13.291,4.684,0.303,0.367
10138,12/31/2019,3/31/2020,20200531,9.831,15.056,4.782,0.305,0.271
10138,12/31/2019,3/31/2020,20200630,9.831,15.38,4.873,0.305,0.271
10138,12/31/2019,3/31/2020,20200731,9.831,17.198,5.449,0.305,0.271
10138,12/31/2019,6/30/2020,20200831,10.251,16.533,5.473,0.298,0.295
10138,12/31/2019,6/30/2020,20200930,10.251,15.228,5.028,0.298,0.295
10138,12/31/2019,6/30/2020,20201031,10.251,15.043,4.968,0.298,0.295
10138,12/31/2019,9/30/2020,20201130,10.201,16.113,5.464,0.301,0.315
10138,12/31/2019,9/30/2020,20201231,10.201,17.01,5.808,0.301,0.315
10138,12/31/2019,9/30/2020,20210131,10.201,17.582,6.003,0.301,0.315
10138,12/31/2020,12/31/2020,20210228,12.342,16.246,5.955,0.294,0.348
10138,12/31/2020,12/31/2020,20210331,12.342,17.194,6.275,0.294,0.348
10138,12/31/2020,12/31/2020,20210430,12.342,17.956,6.55,0.294,0.348
